ResultID,ConditionID,Field1,Field2,FieldtTypeID,NotificationID,Message,LanguageCode,Explanation,Label
102,1,AppointmentDate,noDate,1,14,"የእርስዎ የስደተኝነት ማረጋገጫ (RSD) ውጤት ዝግጁ ነው። የውጤት ማሳወቂያ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።
",am-ET,--,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
191,6,AppointmentDate,pastDate,1,9,N/A,am-ET,NULL,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
223,1,AppointmentDate,noDate,1,1, ጉዳዩ በሂደት ላይ ስለሆነ፣ ውጤቱ ዝግጁ ሲሆን የጽሁፍ መልእክት (SMS) ወይም ውጤቱ የሚወስዱበት የቀጠሮ ቀን በዚህ ድህረ-ገጽ ላይ ይገኛል <br/><br/> እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,በመጀመሪያ ደረጃ ሂደት ላይ ላሉ አመልካቾች ወይም<br/>ይግባኝ ሂደት ላይ ላሉ አመልካቾች ወይም<br/>ድጋሚ የማስከፈት ሂደት ላይ ላሉ ኣመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
181,1,AppointmentDate,noDate,1,9,N/A,am-ET,NULL,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
228,5,AppointmentDate,Now(),1,1, ጉዳዩ በሂደት ላይ ስለሆነ፣ ውጤቱ ዝግጁ ሲሆን የጽሁፍ መልእክት (SMS) ወይም ውጤቱ የሚወስዱበት የቀጠሮ ቀን በዚህ ድህረ-ገጽ ላይ ይገኛል <br/><br/> እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,በመጀመሪያ ደረጃ ሂደት ላይ ላሉ አመልካቾች ወይም<br/>ይግባኝ ሂደት ላይ ላሉ አመልካቾች ወይም<br/>ድጋሚ የማስከፈት ሂደት ላይ ላሉ ኣመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
163,5,AppointmentDate,Now(),1,6,የመክፈቻ ቃለ መጠይቅ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,ለወደፊቱ  የድጋሚ ለማስከፈት ለቃለ መጠይቅ ቀጠሮ ላላቸው አመልካቾች ወይም<br/>የድጋሚ ማስከፈት ቃለ መጠይቅ ቀጠሮ ላለፋቸው ኣመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
102,1,AppointmentDate,Now(),1,14,"የእርስዎ የስደተኝነት ማረጋገጫ (RSD) ውጤት ዝግጁ ነው። የውጤት ማሳወቂያ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።
",am-ET,--,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
168,6,AppointmentDate,pastDate(),1,6,የመክፈቻ ቃለ መጠይቅ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,ለወደፊቱ  የድጋሚ ለማስከፈት ለቃለ መጠይቅ ቀጠሮ ላላቸው አመልካቾች ወይም<br/>የድጋሚ ማስከፈት ቃለ መጠይቅ ቀጠሮ ላለፋቸው ኣመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
102,1,AppointmentDate,pastDate,1,14,"የእርስዎ የስደተኝነት ማረጋገጫ (RSD) ውጤት ዝግጁ ነው። የውጤት ማሳወቂያ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።
",am-ET,--,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
172,1,AppointmentDate,noDate,1,2,"የስደተኝነት ማረጋገጫ ቃለመጠየቅ RSD የቀጠሮ ቀን {0} ላይ በ44 መንገድ,2ኛ ዙሪያ ,ሃይ 8, 6 ኦክቶበር ነው። በቀጠሮ ቀን ካልተገኙ ወይም ካለፈዎት እባኮዎን የጽሁፍ ማብራሪያ ለዮ.ኤን.ኤች.ሲ.አር (UNHCR) ከእሁድ እስከ እሮብ በቢሮችን 17 መካ እል ሙከረም መንገድ, 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር ያስገቡ። እባክዎን ያስታውሱ ለRSD ቃለመጠይቅ ሚገቡት የሚከተሉትን ካቀረቡ ነው። 1.የቀጠሮ ቀን ወረቀት ወይም ከUNHCR የተላከ የጽሁፍ መልእክት የፋይል ቆጥር እና RSD የቀጠሮ ቀን የያዘ። 2. ከRSD ድህረ-ገጻችን ላይ ያወጡት በወረቀት የታተመ የፋይል ቁጥር እና RSD የቀጠሮ ቀን የያዘ። እባኮዎን ከኛ ጋር የሚገናኙበት መንገድና የስልክ ቁጥር በስራ ላይ የዋለ እና በዋነኛነት ደግሞ ከእኛ ጋር የተመዘገበ መሆኑን ያረጋግጡ። እባኮዎን ያስታውሱ ያስመዘገቡት የስልክ ቁጥር በእኛ የመረጃ መዝገብ ላይ እንደ {1} መሆኑን ያረጋግጡ። የሰጡት ስልክ ቁጥር/ቁጥሮች ትክክል ሆኖ ካላገኙት ወይም ከተቀየረ እባኮዎን በስልክ ቁጥራችን 02-27285699 ወይንም ቢሮችን 17 መካ እል ሙከረም መንገድ , 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር በመምጣት የስልክ ቁጥሮን ያስመዝግቡ።",am-ET,ለወደፊቱ የአር.ኤስ.ዲ (RSD) ቀጠሮ ላላቸው አመልካቾች ወይም<br/>የአር.ኤስ.ዲ (RSD) ቀጠሮ ላለፋቸው አመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
177,5,AppointmentDate,Now(),1,2,"የስደተኝነት ማረጋገጫ ቃለመጠየቅ RSD የቀጠሮ ቀን {0} ላይ በ44 መንገድ,2ኛ ዙሪያ ,ሃይ 8, 6 ኦክቶበር ነው። በቀጠሮ ቀን ካልተገኙ ወይም ካለፈዎት እባኮዎን የጽሁፍ ማብራሪያ ለዮ.ኤን.ኤች.ሲ.አር (UNHCR) ከእሁድ እስከ እሮብ በቢሮችን 17 መካ እል ሙከረም መንገድ, 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር ያስገቡ። እባክዎን ያስታውሱ ለRSD ቃለመጠይቅ ሚገቡት የሚከተሉትን ካቀረቡ ነው። 1.የቀጠሮ ቀን ወረቀት ወይም ከUNHCR የተላከ የጽሁፍ መልእክት የፋይል ቆጥር እና RSD የቀጠሮ ቀን የያዘ። 2. ከRSD ድህረ-ገጻችን ላይ ያወጡት በወረቀት የታተመ የፋይል ቁጥር እና RSD የቀጠሮ ቀን የያዘ። እባኮዎን ከኛ ጋር የሚገናኙበት መንገድና የስልክ ቁጥር በስራ ላይ የዋለ እና በዋነኛነት ደግሞ ከእኛ ጋር የተመዘገበ መሆኑን ያረጋግጡ። እባኮዎን ያስታውሱ ያስመዘገቡት የስልክ ቁጥር በእኛ የመረጃ መዝገብ ላይ እንደ {1} መሆኑን ያረጋግጡ። የሰጡት ስልክ ቁጥር/ቁጥሮች ትክክል ሆኖ ካላገኙት ወይም ከተቀየረ እባኮዎን በስልክ ቁጥራችን 02-27285699 ወይንም ቢሮችን 17 መካ እል ሙከረም መንገድ , 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር በመምጣት የስልክ ቁጥሮን ያስመዝግቡ።",am-ET,ለወደፊቱ የአር.ኤስ.ዲ (RSD) ቀጠሮ ላላቸው አመልካቾች ወይም<br/>የአር.ኤስ.ዲ (RSD) ቀጠሮ ላለፋቸው አመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
132,5,AppointmentDate,Now(),1,7,የእርስዎ የስደተኝነት ማረጋገጫ (RSD) ውጤት ዝግጁ ነው። የውጤት ማሳወቂያ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,ጉዳዩ ለተጠናቀቀ እና የውሳኔ ማሳወቂያ ለተያዘላቸው አመልካቾች ወይም<br/>ጉዳያቸው ለተጠናቀቀ እና ውሳኔያቸውን የሚያውቁበት የቀጠሮ ቀን ላመለጣቸው አመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
134,6,AppointmentDate,pastDate,1,2,"የስደተኝነት ማረጋገጫ ቃለመጠየቅ RSD የቀጠሮ ቀን {0} ላይ በ44 መንገድ,2ኛ ዙሪያ ,ሃይ 8, 6 ኦክቶበር ነው። በቀጠሮ ቀን ካልተገኙ ወይም ካለፈዎት እባኮዎን የጽሁፍ ማብራሪያ ለዮ.ኤን.ኤች.ሲ.አር (UNHCR) ከእሁድ እስከ እሮብ በቢሮችን 17 መካ እል ሙከረም መንገድ, 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር ያስገቡ። እባክዎን ያስታውሱ ለRSD ቃለመጠይቅ ሚገቡት የሚከተሉትን ካቀረቡ ነው። 1.የቀጠሮ ቀን ወረቀት ወይም ከUNHCR የተላከ የጽሁፍ መልእክት የፋይል ቆጥር እና RSD የቀጠሮ ቀን የያዘ። 2. ከRSD ድህረ-ገጻችን ላይ ያወጡት በወረቀት የታተመ የፋይል ቁጥር እና RSD የቀጠሮ ቀን የያዘ። እባኮዎን ከኛ ጋር የሚገናኙበት መንገድና የስልክ ቁጥር በስራ ላይ የዋለ እና በዋነኛነት ደግሞ ከእኛ ጋር የተመዘገበ መሆኑን ያረጋግጡ። እባኮዎን ያስታውሱ ያስመዘገቡት የስልክ ቁጥር በእኛ የመረጃ መዝገብ ላይ እንደ {1} መሆኑን ያረጋግጡ። የሰጡት ስልክ ቁጥር/ቁጥሮች ትክክል ሆኖ ካላገኙት ወይም ከተቀየረ እባኮዎን በስልክ ቁጥራችን 02-27285699 ወይንም ቢሮችን 17 መካ እል ሙከረም መንገድ , 3ኛ ዙሪያ , ሃይ 7 , 6 ኦክቶበር በመምጣት የስልክ ቁጥሮን ያስመዝግቡ።",am-ET,ለወደፊቱ የአር.ኤስ.ዲ (RSD) ቀጠሮ ላላቸው አመልካቾች ወይም<br/>የአር.ኤስ.ዲ (RSD) ቀጠሮ ላለፋቸው አመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
144,6,AppointmentDate,pastDate,1,7,የእርስዎ የስደተኝነት ማረጋገጫ (RSD) ውጤት ዝግጁ ነው። የውጤት ማሳወቂያ ቀጠሮዎ ቀን ላይ ነው ፣ {0} ፣ ስለ ሂደቱ በስልክ ወይም በተቀበሉት የጽሁፍ መልክት ይብራራልዎታል። እባክዎን ከእርስዎ ጋር ለመገናኝት የምንጠቀምበት የሞባይል ቁጥርዎ ዋናው መስመር መሆኑን እና የእውቂያ ዝርዝሮችዎ ወቅታዊ ስለመሆናቸው አስፈላጊ ነው። ስለሆነም እባክዎን በመረጃ ክፍላችን ውስጥ ያለው የስልክ ቁጥርዎ እንደ {1} ተመዝግቧል። ይህ ቁጥር / እነዚህ ቁጥሮች ትክክል ካልሆኑ ወይም የስልክ ቁጥርዎን ከቀየሩ እባክዎን አዲሱን ቁጥርዎን በዚህ ድር ጣቢያ ማስታወቂያ ገጽ ላይ የሚገኙትን የጥሪ ማዕከሉን ያነጋግሩ።,am-ET,ጉዳዩ ለተጠናቀቀ እና የውሳኔ ማሳወቂያ ለተያዘላቸው አመልካቾች ወይም<br/>ጉዳያቸው ለተጠናቀቀ እና ውሳኔያቸውን የሚያውቁበት የቀጠሮ ቀን ላመለጣቸው አመልካቾች።,ለተጨማሪ ዝርዝሮች እዚህ ጠቅ ያድርጉ
